test_id,vehicle_id,test_date,test_class_id,test_type,test_result,test_mileage,postcode_area,make,model,colour,fuel_type,cylinder_capacity,first_use_date
1373531763,564612498,2020-01-01,4,NT,PRS,110362,B,TOYOTA,YARIS,RED,PE,1299,2003-06-12
819101445,47639389,2020-01-01,4,NT,P,98618,UB,SEAT,ALHAMBRA,RED,DI,1968,2016-04-29
8780211,951480766,2020-01-01,4,RT,P,144685,IV,FORD,TRANSIT,WHITE,DI,2198,2009-03-01
1074992361,202918712,2020-01-01,4,NT,P,150098,B,LAND ROVER,UNCLASSIFIED,BLUE,DI,2179,2007-04-03
691155987,748193970,2020-01-01,4,NT,P,112353,B,VOLKSWAGEN,GOLF,BLACK,DI,1968,2005-06-15
947046903,1333114,2020-01-01,4,NT,F,39386,E,FORD,FIESTA,SILVER,PE,1388,2011-09-22
1838186267,868014189,2020-01-01,4,NT,ABR,,B,FORD,TRANSIT,SILVER,DI,2198,2014-01-01
861749931,212072770,2020-01-01,4,NT,P,170319,BB,AUDI,A3,BLACK,DI,1896,2005-09-02
989695389,901225374,2020-01-01,4,NT,P,127763,BD,BMW,3 SERIES,GREEN,PE,1995,2008-04-22
55907539,1278733532,2020-01-01,4,NT,PRS,71784,S,PEUGEOT,307,BLUE,DI,1997,2001-10-25
733804473,161200126,2020-01-01,4,NT,P,66744,NW,TOYOTA,COROLLA,BLACK,PE,1598,2005-09-16
477913557,860296206,2020-01-01,4,NT,P,57850,IG,VAUXHALL,ASTRA,SILVER,PE,1598,2008-02-06
563210529,386993265,2020-01-01,4,NT,P,116642,BB,SEAT,LEON,BLACK,DI,1598,2013-11-27
435265071,884526564,2020-01-01,4,NT,F,91898,B,FORD,FIESTA,RED,PE,1388,2010-12-17
605859015,231114056,2020-01-01,4,NT,P,93473,BB,MITSUBISHI,COLT,BLUE,DI,1493,2006-01-30
776452959,327590200,2020-01-01,4,NT,P,56198,BD,SUZUKI,ALTO,RED,PE,996,2011-07-21
1923483239,115287272,2020-01-01,4,NT,P,139376,DN,VAUXHALL,VIVARO,WHITE,DI,1870,2006-10-23
136725669,437312440,2020-01-01,4,NT,PRS,128930,B,AUDI,A3,BLUE,DI,1968,2007-10-22
94077183,1295435310,2020-01-01,4,NT,PRS,113022,BD,VOLKSWAGEN,GOLF,GREY,DI,1896,2005-04-15
264671127,1222149468,2020-01-01,4,NT,P,138998,B,VOLKSWAGEN,GOLF,SILVER,DI,1896,2004-06-29
51428697,1268789448,2020-01-01,4,NT,F,148105,B,VAUXHALL,ZAFIRA,SILVER,DI,1910,2009-09-30
1710240809,868014189,2020-01-01,4,NT,P,67021,B,FORD,TRANSIT,SILVER,DI,2198,2014-01-01
1539646865,706331392,2020-01-01,4,NT,P,132161,BB,VAUXHALL,CORSA,BLACK,DI,1248,2009-08-07
222022641,805146328,2020-01-01,4,NT,P,68959,NW,CHEVROLET,ORLANDO,BLACK,PE,1796,2012-09-05
1966131725,1166373470,2020-01-01,7,NT,P,149401,B,VOLKSWAGEN,LT,BLUE,DI,2461,2005-06-28
1582295351,926547366,2020-01-01,7,NT,P,126184,B,FORD,TRANSIT,SILVER,DI,2402,2009-11-26
1454349893,1016755111,2020-01-01,4,NT,P,65567,IG,TOYOTA,PRIUS,WHITE,HY,1800,2012-06-01
1241107463,466517710,2020-01-01,4,NT,P,44895,B,FORD,FIESTA,BLACK,PE,1242,2011-03-01
1326404435,1439333910,2020-01-01,4,NT,PRS,162073,B,VAUXHALL,INSIGNIA,GREY,DI,1956,2010-03-02
1113162005,376661660,2020-01-01,4,NT,P,98387,B,TOYOTA,AYGO,BLUE,PE,998,2009-09-01
1880834753,1014985844,2020-01-01,4,NT,P,150312,PR,VOLKSWAGEN,TOURAN,GREY,DI,1896,2007-06-27
1283755949,520383526,2020-01-01,4,NT,F,114264,IG,VOLKSWAGEN,POLO,SILVER,PE,1198,2004-11-09
1624943837,734264306,2020-01-01,4,NT,P,38964,IG,RENAULT,CLIO,SILVER,PE,1598,2007-08-02
857271089,25069726,2020-01-01,4,NT,P,67590,W,BMW,1 SERIES,BLUE,PE,1598,2012-09-28
1369052921,1425277483,2020-01-01,4,NT,P,86992,CA,PEUGEOT,107,SILVER,PE,998,2013-02-13
1795537781,1036788262,2020-01-01,4,NT,PRS,117579,E,VOLKSWAGEN,GOLF,BLUE,PE,1598,2005-12-29
942568061,603873138,2020-01-01,4,NT,P,103884,B,PEUGEOT,107,BLACK,PE,998,2007-10-23
1198458977,714088285,2020-01-01,4,NT,P,127001,B,AUDI,A3,BLACK,DI,1968,2014-09-12
1411701407,685061978,2020-01-01,4,NT,P,32259,S,FIAT,500,WHITE,PE,1242,2009-11-26
644028659,269077024,2020-01-01,4,NT,P,120021,B,VAUXHALL,CORSA,SILVER,PE,1229,2006-03-27
392616585,569608534,2020-01-01,4,NT,P,55124,EX,CHRYSLER JEEP,CHEROKEE,RED,PE,3960,2001-01-31
558731687,24649912,2020-01-01,4,NT,P,124530,BB,HONDA,CIVIC,BLACK,PE,1396,2001-03-30
1155810491,1450665857,2020-01-01,4,NT,P,103438,TW,HONDA,CIVIC,SILVER,PE,1798,2013-01-11
132246827,369502684,2020-01-01,4,NT,P,101486,B,BMW,120,GREY,DI,1995,2007-02-10
516083201,382013618,2020-01-01,4,NT,P,80211,UB,BMW,M3,BLUE,PE,3246,2003-03-31
729325631,1321991480,2020-01-01,4,NT,PRS,111530,S,SKODA,FABIA,GREY,DI,1896,2005-08-12
1752889295,1480869674,2020-01-01,4,NT,F,68025,BD,NISSAN,MICRA,SILVER,PE,1240,2006-04-26
814622603,357987148,2020-01-01,4,NT,P,208934,BL,MERCEDES,VITO,SILVER,DI,2148,2008-08-08
302840771,1066506766,2020-01-01,4,NT,P,147161,B,HONDA,CIVIC,SILVER,PE,1590,2002-01-28
771974117,1485792834,2020-01-01,4,NT,P,122752,PR,BMW,3 SERIES,BLUE,PE,2793,1996-03-27
601380173,830376384,2020-01-01,4,NT,P,75352,TW,VOLKSWAGEN,TOURAN,SILVER,DI,1896,2007-01-16
388137743,1295689379,2020-01-01,4,NT,P,282163,B,TOYOTA,COROLLA,WHITE,PE,1600,1986-02-01
345489257,1371107931,2020-01-01,4,NT,PRS,29181,B,PEUGEOT,508,WHITE,DI,1997,2014-05-16
1070513519,763395680,2020-01-01,4,NT,P,132281,HR,VOLKSWAGEN,PASSAT,SILVER,DI,1968,2010-05-06
686677145,260809533,2020-01-01,4,NT,P,79380,BL,TOYOTA,ESTIMA,BLUE,HY,2400,2007-12-10
174895313,539179582,2020-01-01,7,NT,PRS,188506,B,FORD,TRANSIT,BLACK,DI,2397,2008-05-30
217543799,518120238,2020-01-01,4,NT,P,81230,IG,VAUXHALL,ASTRA,BLUE,PE,1598,2009-03-20
1492519537,1333114,2020-01-01,4,RT,P,39386,E,FORD,FIESTA,SILVER,PE,1388,2011-09-22
89598341,1386752822,2020-01-01,4,NT,PRS,183322,IG,HONDA,JAZZ,YELLOW,PE,1339,2004-09-28
260192285,700830252,2020-01-01,4,NT,P,135691,B,SEAT,LEON,BLUE,DI,1390,2010-03-01
1961652883,336080140,2020-01-01,4,NT,P,114567,B,HONDA,JAZZ,BLUE,PE,1339,2003-10-27
1791058939,944287310,2020-01-01,4,NT,P,78388,BD,TOYOTA,AURIS,BLUE,PE,1598,2009-09-09
4301369,401803393,2020-01-01,4,NT,P,25745,W,BMW,X1,BLACK,DI,1995,2015-01-31
1663113481,1126939672,2020-01-01,4,NT,P,39448,CR,NISSAN,MICRA,WHITE,PE,1240,2011-03-28
1151331649,172941144,2020-01-01,4,RT,P,143513,N,NISSAN,MICRA,GREY,PE,1240,2005-02-14
473434715,835771928,2020-01-01,4,NT,P,71199,HX,TOYOTA,COROLLA,SILVER,PE,1398,2002-06-28
1919004397,898433346,2020-01-01,4,NT,F,97248,M,VOLKSWAGEN,PASSAT,BLUE,PE,1781,1998-08-01
1620464995,143780148,2020-01-01,4,NT,P,157183,PR,BMW,3 SERIES,BLACK,DI,1995,2004-03-31
1876355911,1064345281,2020-01-01,4,NT,P,65118,W,BMW,X3,BLACK,DI,1995,2012-09-28
1748410453,1090203860,2020-01-01,4,NT,P,80703,UB,RENAULT,CLIO,BLACK,PE,1149,2008-09-29
1705761967,1096290704,2020-01-01,4,NT,P,76789,S,AUDI,A3,GREEN,DI,1896,2010-04-12
1364574079,1057906315,2020-01-01,4,NT,P,137205,E,LEXUS,IS,BLACK,OT,2493,2014-07-25
1279277107,1397411154,2020-01-01,4,NT,P,165021,B,RENAULT,GRAND SCENIC,SILVER,DI,1461,2008-04-15
